chrom	pos	phyloP100way_vertebrate	phastCons100way_vertebrate	GERP++_RS	GERP++_NR	SiPhy_29way_logOdds
2	103999486	-2.7836695461327747	0.18966131580085244	3.8250964466525503	10.968925923418134	4.918524474941943
1	171830634	-1.1279178475552856	0.6510631299459542	4.992448211766935	3.851395588054647	4.400112211001547
3	148926053	-0.9353630216355588	0.27325057530525854	4.640442900295863	0.4058379460135617	0.0829622734608012
7	159965780	-0.9917947626959845	0.4819796309856471	2.952262275840945	1.7945367400486543	1.983384599602333
15	78603388	0.6818472512395813	0.0716284909821968	3.9992448095325854	6.14540677616218	2.614612894249178
14	154700731	-0.038386420768941755	0.2958712206833316	3.6119421618082677	0.35974454164457015	3.3031941459178356
9	38328387	1.5500124792492644	0.3249076646813384	3.5423668751665605	12.44104063546572	17.849267349255346
8	4044078	1.600301534986661	0.2683235985975915	3.0664603917615065	1.5868178561010473	5.6300782343447295
1	133431732	-1.2469667241931912	0.309113103531332	0.38671542113760715	3.699383447091809	1.9746052731158152
19	12040358	-0.2055956512266041	0.09179416639236533	3.4045923126456255	3.1225146586486576	0.17646698990614224
5	90611996	-2.3467955971292946	0.4711610137015664	2.231094970653121	3.481147616256688	11.151984688888522
13	91066693	0.4539162607644992	0.10782620237587533	1.7517973590917117	0.40598289246645347	11.658818317846249
4	36654632	-1.5267395953686302	0.28624525327220784	2.30095498924148	0.0	3.1879415791997405
1	67517720	1.2038010860462987	0.23254098730478673	4.290771141049768	2.858453730318318	2.175733100495422
9	73164901	-3.4555312646249163	0.27390132516127813	1.1811065583524774	3.3907489874518024	4.411633788412601
1	57643448	-3.1801236982175136	0.06465003243174268	0.5660002586054715	3.830657628152399	2.408726500901709
5	38714544	-0.17898403930352627	0.1943034795359861	4.40983093713613	7.245720541045243	4.825090303531399
5	172759694	1.2551438427573984	0.39630111479183094	5.165115102638529	1.853041110967129	0.4067027137684746
10	188422147	2.637966945785513	0.6364841244396606	1.7612380666784289	8.154611939716602	2.427182959264904
12	122997074	-0.7575100563845851	0.2236108290181949	3.685181627218365	0.6468923891022982	1.843411336746751
21	121140460	-1.7011087182624667	0.2612312177854772	6.308686263885711	5.765416967069626	2.6908300463926755
17	93187148	-0.3203662589674441	0.09064261102555773	4.194631834840624	5.719809723477439	0.0880929054458347
5	194555424	-0.8129448664012646	0.47264209918842987	2.367102746254857	3.443093715624296	1.0805413048879662
13	11726447	-1.97427016811228	0.24111473569805356	5.093322407163793	1.479036854432735	2.6520206944963136
16	196300272	-0.5993950998958589	0.12503557307454827	-1.704593715107464	7.277576359760618	12.948773565231438
14	82699963	0.041784046328177206	0.24689507189332088	8.479352584817999	8.229926825363183	1.5056218311980798
21	146728405	-3.445498890382647	0.46322110459419763	0.740226088446224	1.685189257659105	0.9323018144558397
21	95844958	3.0268540550308805	0.19982642606444692	4.935794264794323	3.7599216075081676	4.692495236372656
8	178818370	-0.26384503132861176	0.22331603936101896	3.7066029193175067	5.414881807443895	1.1275247317871577
22	76336197	-0.09228663442461282	0.07724892570727203	-0.6903961867153354	5.644591689856006	5.069698184118692
21	4777150	-1.207555175243148	0.18488615357810606	1.3850737830018431	4.92976406566865	6.739739151926566
14	153001727	-0.456494066446312	0.41170038757054717	1.2522194441715648	3.648829536259183	3.8311516916291075
15	98660515	-2.4387358436674016	0.22902197591401333	0.1138906882494286	0.0	0.5319085325265964
8	3518737	-0.24809453479423543	0.08675216658095854	1.890853215373507	0.0	0.4580458669165143
11	125586577	1.0256074519789802	0.30775594633475717	1.4073862628861822	3.100179681042804	4.698218812277519
4	13233948	-1.1680361533332955	0.11154892645884078	1.224402791351952	5.141508660905438	3.4574607473497827
20	161907018	0.002114367796396219	0.21937478361502258	7.780107418220303	3.357384821627347	1.3101021494412377
17	61972186	-0.9771924604671076	0.06306899971291662	1.6251478686132015	4.923537857822215	0.25513673347503074
6	185893244	-2.5955339409467832	0.5095480033030628	1.8036034151985032	8.306363777889722	0.9713947074373834
4	164819313	0.5117114083293344	0.06481299383286536	0.9947360961386926	0.8900491989855848	0.22788795990127209
7	158957095	3.203301026131724	0.2545275519374223	2.0864331752742364	7.84351754917197	3.852193383211527
17	154678518	-0.7319275473636543	0.060865732405772345	-0.49038901357619924	8.224244954144936	0.6722213853320204
11	150727291	1.1163902045952097	0.49873415973598817	2.8059500642030946	3.1869950910249742	1.3790920467479302
15	130198170	-0.5536087986129268	0.1611409840414668	3.8555545585376088	3.1134156810055345	11.08916813437548
7	88794848	1.6642976084802634	0.2944774732383391	2.23905536973911	7.130479615513995	1.3011598931903674
7	102505729	-1.2190517265028549	0.3298021131473111	2.8156964498936583	10.101553590775175	8.440517896870501
4	43280183	0.43793306970829293	0.33410618821914817	3.349954256116595	7.418260124254642	6.497731666847542
7	168043942	2.9892633686869274	0.2599427193229379	7.104274248832647	2.7481097580494307	1.1272978569810697
17	114073526	0.7348711839485037	0.05065123650603203	3.405551851024328	7.454485342351273	0.6521911613936746
19	17460329	-2.211290802620885	0.6983928178020125	-1.2096154177195597	5.905755258385753	0.04676244718859596
19	53382541	0.46412961618483584	0.40834648630668374	-4.00995217798426	4.9410168939817085	2.1013629991622316
10	150914722	-0.6309682553305487	0.09925800928668774	3.0906014045790418	0.2746733416271381	2.7487091620516098
17	181692866	0.1082948317309271	0.17284626302615286	-0.8838242090557378	5.6886235455034955	1.108038073576454
8	181815011	1.2243273691522258	0.32962193795281675	3.698323985740233	12.303915695146413	0.31188198749319374
22	165177196	0.7079377777670736	0.3743709555363942	3.9221393299298146	8.010220686101395	1.6555001870978288
11	51794801	0.16724059180355463	0.3379461717713955	1.9457231224861682	3.6079087455694383	5.3992843911602995
4	104959272	-1.0624220846939196	0.5113230945694609	3.6255616162226048	11.576164778635144	9.46214640211389
8	159590296	1.6172774335098923	0.19904226979540637	2.8013675618463565	4.63197633745875	8.727141776123277
22	85420253	0.0029070996852699916	0.14795788048516775	1.9609019338363205	4.409737083720504	1.1828222107645523
7	55631489	0.2961970442401559	0.45348478275486426	3.407999102508235	4.057977727715937	5.739370435825496
X	170491678	-0.3265096147874386	0.1406531429897283	1.3697530894581142	9.99468276031979	3.7366720837828167
4	110415194	0.07093655026712577	0.38390068506440794	1.2170128241723284	4.348282480671236	0.3477493470406865
3	28626333	-0.9721644232503409	0.3461820924742437	2.7077407284277997	8.091948842793308	0.4174936692219707
19	9176002	-4.4485577938307355	0.19241949111590992	2.656428493099472	7.785605665998246	0.17619424311345133
22	127706092	1.0010545215632944	0.16289196182917015	4.783006529532928	6.059761504988753	1.4664912591980448
11	52459980	2.668103965339805	0.09701062560841209	5.855342561446143	5.945818529355957	0.7716704801552067
1	80617297	1.7360860159670055	0.4303577686874241	2.7587907946979193	4.914887256929959	1.0749183137111484
4	127363727	0.2999583004229064	0.45492136830899355	2.0677440502839612	10.033382940704131	5.7638182909325115
10	64334347	0.8809104144156521	0.3754564311821854	3.5606473911584913	5.585515882612828	1.8562938438822454
3	76745159	0.8658490845485716	0.7915354385601803	5.4371176809068755	1.6981063290942515	2.8396031049938513
3	66934603	2.5503705155635266	0.11011894007554589	3.388875116911662	3.4891312211088397	2.3451046125716646
X	114449279	-1.9239663862279763	0.4844498007636521	1.887434755940444	8.613987666087432	9.245686346809627
2	160510108	1.8719199735322414	0.1416086683845967	3.8075686788965277	4.7384032124318445	1.5915315180001124
2	61115635	1.7640951618010183	0.3493249535441231	2.304117092493304	8.396356850583642	2.8743549513872946
18	39574187	-1.3994776850167296	0.3240825550182178	0.45599954970852385	1.732090395597952	3.476378678847103
7	30098347	-0.5350923117473744	0.177345751033152	0.88452408356072	4.316680188975339	4.52738273611356
1	35237274	-5.449300629536938	0.08833402950782387	3.3837221759205804	1.4297998975771389	2.3807801200304484
2	38547629	-3.0236111898286397	0.10079995274633372	5.210501302904451	8.090139092976408	5.270930371548268
7	151290245	-1.2067863171768332	0.15400691455279528	0.07362067825057617	9.001976829813676	0.7453787535745807
14	3189549	-1.073171293445904	0.23468658663171607	2.8793060863276456	2.5968453734553947	0.07113557284587568
7	153025445	-0.7082369160379777	0.07691847154804769	1.467289536692002	6.615587268679908	3.7598065428762304
2	164497023	1.402509636915503	0.5225468113779211	3.533088788348466	6.06001784404485	0.4909376746684433
17	157904153	0.8821741300136275	0.37878863240644195	2.436431574876514	6.415454008262586	5.668029179650727
20	22704222	-2.8938271800599806	0.07074928065010203	2.871612601238332	7.857596481091333	0.3522730060165325
21	34339890	0.33479378628453904	0.6161784340788311	5.623544257914736	7.7983408265821055	0.2335435866071851
19	48312534	-0.9423825739726325	0.2584503326678699	3.947490033043061	7.858616270627194	1.9865354150197634
13	14364292	0.26441389656470643	0.14543849103718984	3.6221608393673135	6.498454499150476	0.8482599473564412
17	102467750	0.5527398805662012	0.06605322887662207	2.4121068508193177	3.579904195078784	4.453147961342964
22	77697692	0.9967233421384037	0.14388353207592977	1.1238387768444476	7.759859755744446	0.8698281479056511
22	127595144	1.1671309322555865	0.7375878792037094	5.204519661547421	4.777411919937806	1.7310691205726254
16	154010506	0.8809132606349694	0.36492229975396573	5.038692119814183	4.742013607670425	1.8745656673867543
9	4898840	1.9018583989633566	0.09802474042705639	2.4346551424327125	14.81749513139081	0.18492392763781462
10	125532842	1.2659423596886787	0.46332019254915124	5.025572564451598	7.077469442329438	2.5950268481908427
6	61624387	-1.1860046655192606	0.18561851957469105	2.7261193588657573	4.455914996432966	3.214629118654927
17	172998060	2.26164793156633	0.4379534413664652	2.4655343962727896	4.167855258170239	1.8702917577354456
17	1145658	0.3760851813922122	0.2216102227170774	3.8779390018787288	6.64253489507415	3.6041053718063645
1	95736028	1.8810441268448848	0.2834529646817195	0.885787477760029	5.931769917287115	1.1228233913809054
3	171167669	0.6732276263058522	0.23860040108951974	2.240275646500111	0.0	0.20739912586048276
5	104137759	0.883072573977645	0.2718330734806436	1.7902300202912478	5.651935389652437	9.086241365216289
20	31904310	0.8702200763116863	0.20538027416056398	3.432482080337329	0.0	0.8438605304859922
7	2771915	-2.2842059256139247	0.10943459820743069	0.2585033431261827	9.081467407997101	8.30484953964031
1	31491258	-1.0340075251458152	0.09492404583369472	2.895658364868293	5.024902718460901	4.90715371738649
5	136466724	-0.9017523186223826	0.3348461245674276	2.6651488480617767	3.6240081258822974	2.921711883347945
15	165445015	2.7429147928750144	0.36038614885036957	1.100040338953485	7.977247087789937	19.917107860657488
13	148105445	5.713428143494888	0.1594597387475063	4.358474297601317	8.153838354205242	0.6339821562179064
X	62816187	-2.5643027461140218	0.6129495168839659	5.494406413168273	0.6335146083096141	8.211532855291997
15	90080361	0.5074757867933852	0.1364517172559216	3.1493707052647744	0.0	3.7210485553988075
4	1266777	-2.398787287089918	0.046659296453325616	0.654466453987252	0.560972045923223	2.740485030023501
8	8404547	-4.8263702184875115	0.20262209478715154	2.3070623084785753	4.115165618647056	6.583110511610155
1	185480964	1.4043302771802513	0.25584715449372636	1.8833957663150227	6.757103171993928	3.436694087257545
3	114208534	-3.1640231880776186	0.42974831725035734	5.547287248210518	4.696228664253376	4.480327057399017
9	111864596	1.1432540022775897	0.2718650049063167	5.593868513971721	0.43347838096886093	0.13595247771649727
10	73051970	-1.7699307950816372	0.21447683874475476	0.06773500571075397	4.015218116529715	6.582116421006808
1	195802925	-0.8032907867192074	0.677451207572053	5.3501396224405635	6.592756013456304	2.3152193870304894
1	24324619	-0.7963912163753362	0.25117916845988675	1.5219563455100318	8.656730252138868	1.2392630170522918
7	142813078	2.6918788518756145	0.3620281892139811	2.152352838544715	8.543635377069236	1.9518920788663838
11	179014182	-1.5486162738660376	0.042821254720481365	1.9601812011365425	5.450259866320872	0.1859382045993616
12	170816163	-3.1817715644662607	0.25818504601068404	1.0931361975722003	6.241621598929882	0.7571615996292282
11	25673473	-0.5121962220258357	0.14158573344370523	4.116680033201952	4.826909801432213	5.353520904109305
16	131661053	-0.9495219439001044	0.09011029996979646	1.545195239537287	10.167805656418931	7.769844503401407
6	24558258	0.028122076340356926	0.6726890895844532	4.0696121960791	5.44492611630132	1.2361248759684114
3	152110865	-0.03278120756206611	0.109918362764442	2.379908854089813	0.4901363850590599	4.793475016567645
21	37972419	6.536509082039152	0.11392834890312321	-0.2034875845298858	5.951845023734255	1.0739015959727856
2	148181649	-2.280834476289914	0.0674482238285767	3.014260463894696	7.054807305890852	0.13746246516204397
4	26715384	-1.8028923218416315	0.45898882705906574	-0.9327836887499328	4.245307306961618	2.0799505150824165
9	78347870	-0.34010907464869666	0.2133093182561005	1.287799537410845	1.1474736134606704	3.658093817886736
16	117933294	3.3606542859363637	0.06736976617649598	1.561824517850739	0.11166230286350398	0.7547930066025134
10	80654692	5.47220323423808	0.24013747305429106	4.561544377056516	8.362600459868066	1.1779035098459434
10	30058047	-0.17345381836540832	0.34805169198097	3.8422766468945357	0.5141839615774941	0.45069940653602814
5	96119436	3.3676569897825988	0.4628350330772357	3.533397322212105	8.434237962897125	7.211182595122985
12	86609617	-3.18206688612983	0.15364864773993833	4.116896554445465	1.1893207748984276	5.486069970374031
16	98137950	-0.3237573112474924	0.2870960660206764	2.556209925470379	2.500570740264276	1.4711805579651818
4	73171588	-2.2319037528642465	0.052149511679396056	2.566253366863724	8.470753655536619	2.504518040940127
18	106492954	2.9156913369303337	0.16075830298852287	5.360670445117974	3.1174537670880533	3.0223299125551764
1	192097257	0.771580646215945	0.07834039773320214	2.7149490209043483	0.0	2.817154121832564
21	165892658	2.735918354831655	0.04853972760967384	3.264917747265069	4.632782225549912	2.8979197155540763
10	114316947	-4.168865814916182	0.2990901614412411	5.806613942383184	2.2760410829065947	2.1975467858976327
21	177730113	3.041836430663101	0.2155325173747888	4.2933817468846875	4.808582664967579	4.561002277507499
5	123155173	2.4529047712178396	0.5907615900034333	1.9063381565076738	9.384931508969306	0.4817276674638936
5	188293870	0.9673836756960198	0.19518739560098095	1.4475352539033903	4.536764951054871	0.6637746538943192
18	135131256	-0.9704466226869799	0.02012307948989807	2.944212911978871	7.9138759611423355	3.902941776006643
8	87778936	-1.066027366572916	0.10104644503877222	2.839006662603208	4.028948811242278	11.657621821236203
15	10863541	2.2969410144354097	0.545259903191459	0.5070010469694783	5.171305573992268	4.0078002098440395
16	184333476	-2.518752737572914	0.39180434543674236	2.393458523997413	4.359147929286346	0.21927499263297934
19	144582654	1.643235317028751	0.16308851253359324	2.0349163917042095	6.773098103451538	2.332373637879776
1	23738393	0.5589418056183254	0.21559630381166597	7.191974809892332	1.7911117358654494	1.380316941653765
17	198344119	-0.6839502742373245	0.5576594149523473	2.2831787862383757	9.948087802817012	3.7113083891107106
9	183035898	-0.32578350227057884	0.21930641990161287	4.369318050960727	9.337483733417859	6.970833429951469
9	113232497	4.146358117443904	0.17646758655105263	3.708212364675113	1.7474216492165833	0.06093149896188679
9	29745212	-2.1879420536289325	0.3658591576886142	3.5394200811382377	0.6525301828113834	4.765910287524695
19	127460732	1.228715853072031	0.1244170668863107	3.200097101261028	4.741388147085538	0.11319081138276689
4	119934733	-1.7730009546378172	0.15037474429555878	0.8550751156111227	3.2180013328248185	2.6433148004862765
13	11861054	0.563176242915738	0.09061825081954542	1.475375520540995	7.938239582107375	6.260744656458259
2	172819299	0.1325954216019534	0.19553071827886154	2.1046137767739896	6.813908094057765	0.3409611037936483
4	194462569	-1.6180211765755041	0.6479581725208089	-1.5009114317431322	2.5156428225958587	23.10927225946589
9	189001269	-0.8703852227980348	0.11392153925840914	1.7328253748247744	1.1926025423187934	0.2915666630384997
4	149243620	0.5164851569513431	0.12469815701925883	1.0942597623586945	8.466274097011885	6.399888715720343
9	25809614	0.4633616403962217	0.23241040720547124	2.2592677137812767	4.537711167937363	1.2980937091364386
13	134211012	-1.1234970201259216	0.11609855273095224	-0.05668038474204273	5.745398915854692	0.044541930280007566
3	146532758	-1.541754112835992	0.29154407621444006	5.895403541417199	7.6080593742108595	1.3095326969765493
6	49141286	-1.399000812849438	0.32737740959577916	2.7003554659959645	7.902294854876617	11.542418079550245
5	116318274	0.5933254206597174	0.2986970389820845	3.7404459584717364	7.500638268095899	8.709901672748028
13	61599296	-1.1799482010921316	0.17583715273274964	3.8478688992627084	5.942003285411249	0.6355834871889755
X	29472899	0.4943998731925724	0.33231509234183215	6.443217403327548	7.078987038141339	2.2704984221122997
18	13357911	-0.7039988226505676	0.04419954902639934	2.8770779766380525	9.37342696050052	7.5205824069525535
14	39198466	3.547010380935853	0.17707168164808937	4.9589812085303	5.514264756748754	6.255089960738514
12	174715517	0.8865117547227881	0.1417420457079723	4.013408411228898	11.337388897458554	2.8417600548664863
17	7436734	0.8246505016495229	0.2655715382810551	4.998684609078932	6.311980786865089	3.7772689016623895
20	67291534	1.9173281105258024	0.39316334059183355	4.499101825809712	5.107195224963055	2.259504519031941
11	170046595	-0.03748254117434767	0.0867650528518507	4.882017937891224	2.587342652733288	2.3428904845528074
5	179710461	0.18937034421494453	0.325028920927711	1.4720067811299242	1.5631279335479276	7.263923224374727
17	48452247	-0.09570726427111995	0.38291416563770286	3.345732741134818	6.165822434085902	3.8834633941774612
X	176658715	-1.79615137476297	0.33061129983569354	4.4435639397792865	3.885015075870349	0.5523933167675412
11	165733057	0.5424001277533127	0.28323003036108746	2.8879463598532444	8.398354319191837	3.6017792843376455
7	63602587	-0.1490428198790062	0.06957873389560143	4.2874708669726695	3.174183539497213	0.8304604349247355
4	21969666	1.545500391253097	0.43626403996128865	4.054456841724107	5.432081097429073	8.06336378828274
3	74446615	1.9885290873247212	0.10963046993662762	2.5953237831942895	4.010535955291635	0.11729825261457759
12	11185204	3.04498608083416	0.22267195092333825	3.822147484484811	5.161070919915535	0.6821071687311423
11	133812435	-0.056208757787264606	0.20362387136776944	1.2169989771069947	4.458082132493915	1.3365583315604472
3	86200256	2.8022107127409357	0.45201608329922827	3.44560147993561	3.320382870295721	1.2470968101366309
15	178357904	-1.5900638284399136	0.3218805608876863	2.8191899195756687	7.210547481771898	0.6045834605499306
3	25080182	1.317351032406059	0.3512686761090441	2.3144009880774874	10.449333824315186	3.6089954929158186
10	91647120	0.5492511700446122	0.22386457126840562	2.280300090212896	6.672939037062333	4.70198785442115
10	162766829	-3.378111328352654	0.33349618440126166	1.1887232452277305	2.3274964941466267	4.042428521257605
1	135318294	5.7765484932473745	0.293111966506382	0.08602555188342143	2.9329429745956443	0.10216276650303863
16	6004003	0.7736064851250957	0.06912504554791869	1.3433771495575106	4.205929004617532	4.693326861887024
1	126751564	-0.1548451680888691	0.39392822367259706	2.1134151414326086	2.4274521537751363	1.4010941650021396
12	158680191	-0.17679880863252062	0.5838112418140752	3.431423914062419	3.4222511058516814	0.6659807651300039
21	47439951	0.9039292871145777	0.4900412248330239	3.8722437185741168	6.970529577595129	7.919411480271439
22	174529573	4.039577232602913	0.09895455824683311	-0.39501274912614637	2.5957430184437085	3.256298889186284
7	162029842	0.7317610131334613	0.4040037128128826	5.756807933847723	3.617011563918624	6.717532775434332
22	158800984	2.4345851938560226	0.3846427324904907	2.818093154538467	5.925163924745561	1.7292623113877088
9	170816241	-0.12016062071813559	0.20295379237013111	5.953186788540856	2.9609247443522717	0.018951351142536724
13	76129200	4.506459970928876	0.4944864268831374	-0.7153600992611233	5.26535683321374	2.0051057537276513
21	129936933	-2.6044224152366633	0.24421236573196398	5.475220340290103	8.372208869955545	0.5941051025540955
16	158069966	5.918986785535255	0.12010188686853304	2.137285045097377	3.4315707156143618	2.345430383155074
16	105923143	0.45805720058771654	0.22044526212485724	3.28768145611198	4.779097717149644	0.4711895468673726
13	65018897	-1.1017834447150676	0.18294571306507926	0.8221086607713048	4.142372834350567	5.848680021505048
14	94501776	-0.5413908929316329	0.14203035164981248	4.174238380873325	1.8547469711127746	1.5326161932925606
1	190826827	0.8971836300328007	0.2540061752503544	5.193951780829863	8.5203428208692	6.937850775436056
4	78415053	2.1121703831054237	0.3325580452825959	2.1953286119611626	2.7569580199468966	5.8200990615800405
9	78841870	-0.12549770753457287	0.18611171811483365	3.436085781813276	0.9285105647519254	14.308026448433615
11	155995435	-0.10657734398072431	0.25616312762560395	-0.8181377763499946	4.080955763757881	0.5419458168577795
3	5003449	2.4621897133317328	0.22446941592065617	2.0445591844803865	3.8043612417195907	2.8295848622473794
10	102266133	-0.4653619764542481	0.17359575702503272	3.6960615920089497	8.826508517466076	1.4925457691942796
8	45003118	3.3919594497387457	0.11062254300133392	6.727398049083403	6.357629629112269	0.24042258987871978
21	186211932	-1.1593853915539032	0.2641309653311717	3.654803564558919	4.304490090257837	4.578967450394474
16	152405618	2.18940044815962	0.3821975111175502	1.9890242884827665	9.234178373265916	6.807145339797623
6	125784751	0.7486874743285996	0.3041481039289267	4.1187708139568	4.282698370054851	0.6677571224915105
20	126872880	1.4418821641779096	0.18884632225620737	3.9423493494631723	8.446511490075846	3.2259454013256397
16	18136376	5.717286811401138	0.2841222765224068	4.127453020836217	5.1458402070773985	3.827192915991157
12	8208504	-2.2805272777968453	0.34754152749038447	3.595509279594777	7.1792064857866915	2.0598230531670207
18	165527336	-0.17359357348763357	0.3244279013424384	2.4383425586218577	6.097220995862917	1.6260759225819545
4	147857214	-1.242777115931045	0.5535591948465324	3.3591292640488586	8.262433899795218	2.6163033163206437
4	185812676	1.5297431157893417	0.1682979691886687	4.713876097581279	7.134913623024131	3.610008734972559
19	103314316	0.9694799393524961	0.295242554514532	1.9615920712304848	6.780818630572399	1.9179796137412948
1	102702064	-1.847452734275809	0.11066400952406737	3.4708783573536075	7.732547355496884	6.840726847974646
4	99815735	-2.2364375386978854	0.39620122759802756	4.095197825101529	4.380768564156145	2.3502857980016065
14	139435813	1.2827242070629545	0.3332142610577285	2.6000485261301534	2.6208653097791426	1.0486115817448352
